timer,p1_id,p1_health,p1_x,p1_y,p1_jumping,p1_crouching,p1_in_move,p1_move_id,p2_id,p2_health,p2_x,p2_y,p2_jumping,p2_crouching,p2_in_move,p2_move_id,p1_rel_x,p1_rel_y,p1_facing_opponent,p1_health_diff,act_B,act_Y,act_X,act_A,act_L,act_R,act_Up,act_Down,act_Left,act_Right,act_Select,act_Start
147,3,149,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-21,0,0,0,0,0,0,0,0,0,0,0,0
147,3,131,215,192,0,0,0,0,6,170,197,192,0,0,1,1,18,0,0,-39,0,0,0,0,0,0,0,0,0,0,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,0,0,0,1,0,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,0,0,0,1,0,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,0,0,0,1,0,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,0,0,0,1,0,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,0,0,0,1,1,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,0,0,1,0,1,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,0,0,1,0,1,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,0,0,1,0,1,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,0,0,1,0,1,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,1,0,1,0,1,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,1,0,1,0,0,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,1,0,1,0,0,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,1,0,1,0,0,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,0,0,1,0,0,0,0
147,3,131,188,192,0,0,0,0,6,170,249,192,0,0,1,1,-61,0,1,-39,0,0,0,0,0,0,0,0,0,0,0,0
147,3,131,186,192,0,0,0,0,6,170,249,192,0,0,1,1,-63,0,1,-39,0,0,0,0,0,0,0,0,0,0,0,0
147,3,131,184,192,0,0,0,0,6,170,249,192,0,0,1,1,-65,0,1,-39,0,0,0,0,0,0,0,1,0,0,0,0
147,3,131,184,192,0,0,0,0,6,170,249,192,0,0,1,1,-65,0,1,-39,0,0,0,0,0,0,0,1,0,0,0,0
146,3,131,180,192,0,0,0,0,6,170,249,192,0,0,1,1,-69,0,1,-39,0,0,0,0,0,0,0,1,0,0,0,0
146,3,131,178,192,0,0,0,0,6,170,249,192,0,0,1,1,-71,0,1,-39,0,0,0,0,0,1,0,1,0,0,0,0
146,3,131,176,192,0,0,0,0,6,170,249,192,0,0,1,1,-73,0,1,-39,0,0,0,0,0,1,0,0,0,0,0,0
146,3,131,176,192,0,0,0,0,6,170,249,192,0,0,1,1,-73,0,1,-39,0,0,0,0,0,0,0,1,0,0,0,0
146,3,131,174,192,0,0,0,0,6,170,249,192,0,0,0,0,-75,0,1,-39,0,0,0,0,0,0,0,1,0,0,0,0
146,3,131,173,192,0,0,0,0,6,170,249,192,0,0,0,0,-76,0,1,-39,0,0,0,0,0,0,0,1,0,0,0,0
146,3,131,172,192,0,0,0,0,6,170,249,192,0,0,0,0,-77,0,1,-39,0,0,0,0,0,1,0,1,0,0,0,0
146,3,131,172,192,0,0,0,0,6,170,249,192,0,0,0,0,-77,0,1,-39,0,0,0,0,0,1,0,0,0,0,0,0
146,3,131,172,192,0,0,0,0,6,170,249,192,0,0,0,0,-77,0,1,-39,0,0,0,0,0,0,0,1,0,0,0,0
